Split,Judge model,Train dataset,Test dataset,Type,Accuracy,Precision,Recall,F1,AUROC,ECE,ECE_lo,ECE_hi,ECE_se,ECE_em,ECE_em_lo,ECE_em_hi,ECE_em_se,RMSCE_db,RMSCE_db_lo,RMSCE_db_hi,RMSCE_db_se,Brier,BSS,Validity,N,N_pos
test_docs,qwen-2.5-7b,supermat,nfix,NTP,0.65,0.9,0.35294117647058826,0.5070422535211269,0.7741096438575431,0.17899075683426446,0.10022259781124276,0.2692164060885002,0.04344304040439109,0.186276148475379,0.15101460504272485,0.2978564893774762,0.03789115099793147,0.17379900745263976,0.12195317915343573,0.33324096094119576,0.053307552697485536,0.23692312713724134,0.051928262756137156,0.9,100,51
test_docs,qwen-2.5-7b,supermat,nfix,Probe,0.49,0.5,0.0392156862745098,0.07272727272727272,0.6606642657062826,0.30353617388815257,0.2168126736890255,0.39889393259005373,0.04570383674619192,0.2819556525699826,0.2227761735879563,0.390568881243121,0.042165784544857754,0.31504924225532477,0.24423346332289775,0.4315397956445444,0.04793329515059624,0.3101792053174456,-0.24121330659241935,0.5,100,51
all_docs,llama-3.1-8b,pond,pond,NTP,0.64,0.7435897435897436,0.5272727272727272,0.6170212765957446,0.7321212121212121,0.14582177631590698,0.0982036596508771,0.24570751906006447,0.038093020420073405,0.16396203893231656,0.1183354105572982,0.264450464137136,0.038182830375470336,0.12719649292844043,0.04139902378548692,0.2851376294312349,0.06134900131105023,0.22716761364029886,0.08215105599879247,0.7435897435897436,100,55
all_docs,llama-3.1-8b,pond,pond,Probe,0.76,0.7313432835820896,0.8909090909090909,0.8032786885245902,0.8117171717171717,0.1372136140277717,0.10040203726000481,0.21975276873980343,0.03018795694479239,0.10946054278299688,0.08818452212138274,0.2126818960374614,0.03203117664176637,0.02798044856414883,0.0,0.22600327981650553,0.05967264865877269,0.1755424835425883,0.29073744023196646,0.7313432835820896,100,55
all_docs,llama-3.1-8b,pond,nfix,NTP,0.55,0.6666666666666666,0.23529411764705882,0.3478260869565218,0.7164865946378551,0.2748219866799152,0.19978711056190548,0.3751388605976784,0.04392538435537018,0.26115589490401986,0.18830643868312924,0.3576755257374899,0.04262898147512154,0.25894596264752123,0.18888979857113974,0.39410407522490737,0.05137293208261793,0.28689802972899875,-0.14805133945177573,0.6666666666666666,100,51
all_docs,llama-3.1-8b,pond,nfix,Probe,0.56,0.547945205479452,0.7843137254901961,0.6451612903225806,0.6354541816726691,0.20078602537634702,0.1430441611543493,0.3028810620318532,0.04187081289985452,0.16604691817922132,0.14043735019862652,0.2955193193676203,0.04033294748075801,0.18596589841363895,0.10060754563068823,0.3356244465987129,0.05998860887475568,0.2642809485496147,-0.05754681292362829,0.547945205479452,100,51
all_docs,llama-3.1-8b,nfix,pond,NTP,0.68,0.7446808510638298,0.6363636363636364,0.6862745098039216,0.7321212121212121,0.08366211473526748,0.06606453262259664,0.19632821973813716,0.032763193565239254,0.12629564405171434,0.0907084797190312,0.23179334461222662,0.03646228056311782,0.021494094171573084,0.0,0.2491853634965269,0.06961084162515853,0.2118788858758055,0.1439236934310889,0.7446808510638298,100,55
all_docs,llama-3.1-8b,nfix,pond,Probe,0.58,0.6511627906976745,0.509090909090909,0.5714285714285714,0.6565656565656566,0.14720767217686312,0.10046468652805007,0.24275986564876118,0.037180298738432246,0.1424345131308435,0.12398823768598545,0.2740490123280543,0.0390631942342189,0.0845795845777995,0.02937432917783277,0.2867898837729093,0.06264086897425009,0.23938208763784616,0.03279964590769224,0.6511627906976745,100,55
all_docs,llama-3.1-8b,nfix,nfix,NTP,0.58,0.6666666666666666,0.35294117647058826,0.46153846153846156,0.7164865946378551,0.1835164237169188,0.13049190415338047,0.29166314321887893,0.04132960197990665,0.19182753722293117,0.14325946699669295,0.2991863854885456,0.03950282718299158,0.17458509629530525,0.10861145434899841,0.3255240535168353,0.05430864748864132,0.25135611302219635,-0.005826782801906072,0.6666666666666666,100,51
all_docs,llama-3.1-8b,nfix,nfix,Probe,0.54,0.7777777777777778,0.13725490196078433,0.23333333333333334,0.5846338535414166,0.22468066239122203,0.15701385064474888,0.3302761672550425,0.04409448132544045,0.22468066239122206,0.17276878372172474,0.3399901181189648,0.04245879987035447,0.21313313918877444,0.15059736045078012,0.37438962081194627,0.05650877786537332,0.29670300511987,-0.18728693525358153,0.7777777777777778,100,51
